customerID,gender,senior_citizen,married,dependents,tenure_months,phone_service,internet_service,security_service,technical_support,streaming_tv,contract_type,payment_method,monthly_payment,total_paid,churn
5447-WZAFP,female,0,no,no,53,yes,fiber optic,no,no,yes,one year,mailed check,100.3,5200.8,no
5110-CHOPY,female,0,no,no,60,no,dsl,yes,no,yes,two year,electronic check,53.6,3237.05,no
5445-UTODQ,female,0,yes,no,7,yes,fiber optic,no,no,yes,month-to-month,electronic check,81.1,576.65,yes
4425-OWHWB,female,0,no,no,20,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),19.35,433.75,no
7892-QVYKW,female,0,yes,yes,23,yes,fiber optic,no,no,no,month-to-month,electronic check,85.6,1868.4,no
9675-ICXCT,male,0,yes,yes,72,yes,dsl,yes,yes,yes,two year,electronic check,80.8,5728.55,no
1024-VRZHF,male,0,yes,no,11,yes,fiber optic,no,no,no,month-to-month,electronic check,74.95,825.7,yes
4703-MQYKT,male,0,no,no,21,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.6,390.4,no
9497-QCMMS,male,1,no,no,1,yes,fiber optic,no,no,yes,month-to-month,electronic check,93.55,93.55,yes
5692-ICXLW,male,1,no,no,31,yes,fiber optic,no,no,yes,month-to-month,electronic check,90.7,2845.15,no
0602-DDUML,female,0,no,no,57,yes,dsl,no,yes,yes,two year,mailed check,69.75,3894.4,no
2208-MPXIO,female,0,yes,yes,45,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.0,886.4,no
1960-UYCNN,male,0,no,no,10,yes,fiber optic,no,no,no,month-to-month,electronic check,95.25,1021.55,no
0348-SDKOL,female,0,yes,no,58,yes,fiber optic,no,yes,yes,month-to-month,credit card (automatic),102.1,5885.4,yes
3190-FZATL,male,0,no,yes,14,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.95,268.4,no
7336-RLLRH,male,0,yes,no,27,yes,dsl,yes,yes,yes,one year,mailed check,80.85,2204.35,no
4373-MAVJG,female,0,yes,yes,14,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),90.9,1259.0,yes
8901-HJXTF,female,0,yes,yes,12,no,dsl,no,no,no,month-to-month,mailed check,29.2,309.1,yes
7710-JSYOA,female,0,yes,yes,69,yes,fiber optic,no,yes,no,two year,bank transfer (automatic),93.3,6398.05,no
5419-KLXBN,female,0,yes,yes,25,yes,fiber optic,no,no,yes,month-to-month,bank transfer (automatic),89.15,2257.75,yes
3424-NMNBO,male,1,yes,no,58,yes,fiber optic,yes,no,yes,one year,electronic check,108.85,6287.25,yes
9885-MFVSU,female,0,yes,yes,35,no,dsl,yes,yes,yes,two year,credit card (automatic),46.35,1662.05,no
4514-GFCFI,female,1,no,no,16,yes,fiber optic,no,no,yes,month-to-month,electronic check,84.75,1350.15,yes
0607-MVMGC,male,0,yes,yes,45,yes,dsl,no,no,yes,one year,credit card (automatic),78.75,3600.65,no
3365-SAIGS,female,0,no,no,17,yes,fiber optic,no,no,yes,month-to-month,electronic check,83.55,1329.15,no
9828-AOQLM,female,0,yes,yes,1,yes,dsl,no,no,no,month-to-month,electronic check,45.7,45.7,yes
8022-BECSI,male,0,no,no,22,yes,no,no internet service,no internet service,no internet service,one year,mailed check,19.6,422.5,no
8000-REIQB,female,1,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,69.95,69.95,yes
9993-LHIEB,male,0,yes,yes,67,yes,dsl,yes,yes,no,two year,mailed check,67.85,4627.65,no
0266-CLZKZ,female,0,yes,yes,67,yes,fiber optic,no,yes,yes,two year,bank transfer (automatic),105.65,6717.9,no
7615-ESMYF,female,0,yes,no,2,no,dsl,no,no,yes,month-to-month,electronic check,44.6,97.1,yes
3858-VOBET,male,0,no,no,23,yes,fiber optic,no,no,no,month-to-month,electronic check,74.95,1710.45,yes
7020-OZKXZ,female,1,no,no,9,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),75.5,637.4,no
3977-QCRSL,female,0,no,no,5,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.15,117.95,no
0017-DINOC,male,0,no,no,54,no,dsl,yes,yes,yes,two year,credit card (automatic),45.2,2460.55,no
1447-PJGGA,female,0,no,no,57,yes,fiber optic,no,no,yes,two year,electronic check,95.25,5464.65,yes
8565-CLBZW,male,0,no,no,24,yes,fiber optic,no,no,yes,month-to-month,mailed check,89.85,2165.05,yes
9139-WQQDY,female,0,yes,yes,49,yes,fiber optic,no,no,yes,one year,mailed check,100.45,4941.8,yes
0224-HJAPT,male,0,no,no,5,yes,dsl,no,no,no,month-to-month,electronic check,47.15,223.15,yes
8086-OVPWV,male,0,no,no,2,yes,fiber optic,no,no,no,month-to-month,electronic check,80.2,181.1,yes
9430-FRQOC,female,0,no,yes,4,yes,fiber optic,no,yes,no,month-to-month,mailed check,87.1,341.45,yes
7639-OPLNG,male,0,yes,yes,70,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),79.25,5731.85,no
3074-GQWYX,male,0,no,no,5,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),75.9,357.75,yes
1492-QGCLU,male,0,yes,yes,53,yes,dsl,yes,yes,yes,month-to-month,electronic check,85.7,4616.1,no
6845-RGTYS,female,0,yes,no,47,yes,fiber optic,yes,no,yes,month-to-month,electronic check,98.75,4533.7,yes
7328-OWMOM,female,0,no,yes,31,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),20.1,589.25,no
4418-LZMSV,male,0,yes,yes,13,yes,dsl,no,yes,no,month-to-month,bank transfer (automatic),61.8,750.1,no
5155-AZQPB,female,0,yes,yes,28,yes,dsl,no,no,no,month-to-month,mailed check,49.9,1410.25,no
8861-HGGKB,female,0,no,no,10,yes,fiber optic,no,no,no,month-to-month,electronic check,86.45,830.85,yes
1087-GRUYI,male,0,yes,no,38,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.4,743.5,no
7065-YUNRY,female,0,no,no,1,yes,dsl,no,no,no,month-to-month,mailed check,45.3,45.3,yes
7694-VLBWQ,male,0,yes,no,67,yes,fiber optic,no,no,yes,one year,electronic check,104.1,7040.85,yes
2546-KZAAT,male,0,yes,no,52,yes,dsl,yes,no,yes,one year,mailed check,75.4,3865.45,no
0181-RITDD,male,0,yes,yes,62,yes,fiber optic,yes,yes,yes,two year,mailed check,108.15,6825.65,no
5989-PGKJB,female,0,no,no,16,yes,fiber optic,no,no,no,month-to-month,electronic check,86.25,1340.1,no
4795-KTRTH,female,1,yes,no,5,yes,fiber optic,no,no,no,month-to-month,electronic check,81.0,371.65,yes
8272-ONJLV,male,0,no,no,12,yes,fiber optic,no,no,yes,one year,electronic check,95.7,1184.0,no
1488-PBLJN,female,0,yes,yes,72,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),116.85,8477.7,no
0308-GIQJT,male,1,no,no,71,yes,fiber optic,no,yes,yes,one year,bank transfer (automatic),105.75,7382.85,no
3778-FOAQW,female,0,yes,no,24,yes,no,no internet service,no internet service,no internet service,one year,mailed check,20.15,456.85,no
4452-ROHMO,female,0,no,no,15,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.6,331.6,no
6481-OGDOO,male,0,yes,no,67,yes,fiber optic,yes,no,no,one year,credit card (automatic),90.6,6056.15,yes
3090-LETTY,male,0,no,yes,2,yes,dsl,yes,no,no,month-to-month,bank transfer (automatic),60.95,134.6,no
5349-AZPEW,female,0,yes,yes,5,no,dsl,no,no,no,month-to-month,mailed check,25.05,125.5,no
3753-TSEMP,female,0,yes,no,15,yes,fiber optic,no,no,yes,month-to-month,electronic check,88.15,1390.6,yes
8305-VHZBZ,male,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.2,20.2,yes
9720-JJJOR,male,0,yes,yes,41,yes,dsl,yes,no,no,one year,bank transfer (automatic),60.3,2511.3,no
8100-HZZLJ,female,0,no,yes,43,yes,dsl,yes,no,no,month-to-month,electronic check,63.95,2737.05,no
8775-ERLNB,male,1,yes,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,74.3,74.3,no
8309-IEYJD,female,1,no,no,1,yes,fiber optic,no,no,no,month-to-month,mailed check,70.6,70.6,no
9172-JITSM,female,0,yes,yes,26,yes,fiber optic,no,no,yes,month-to-month,electronic check,90.8,2361.8,yes
6298-QDFNH,male,0,no,no,22,yes,fiber optic,no,no,no,month-to-month,electronic check,79.35,1730.35,yes
7398-HPYZQ,male,0,yes,no,71,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),90.55,6404.0,no
3546-GHEAE,male,0,no,no,7,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.45,165.35,no
7361-YPXFS,female,1,no,no,28,yes,dsl,no,yes,no,month-to-month,bank transfer (automatic),64.45,1867.6,no
6557-BZXLQ,male,1,no,no,16,yes,fiber optic,no,no,no,month-to-month,electronic check,69.65,1043.3,no
2550-QHZGP,male,0,no,no,7,yes,no,no internet service,no internet service,no internet service,one year,mailed check,19.5,128.6,no
7519-JTWQH,female,0,no,no,69,yes,fiber optic,no,yes,yes,two year,bank transfer (automatic),110.5,7455.45,no
2538-OIMXF,female,0,no,yes,1,no,dsl,no,no,no,month-to-month,mailed check,24.7,24.7,no
8543-MSDMF,male,0,no,no,3,yes,dsl,yes,no,yes,month-to-month,electronic check,77.4,206.15,no
9961-JBNMK,male,1,no,no,21,yes,fiber optic,no,no,yes,month-to-month,bank transfer (automatic),96.8,2030.3,yes
1170-SASML,female,0,yes,no,69,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),85.4,5869.4,no
4872-JCVCA,female,0,yes,no,71,no,dsl,yes,yes,no,two year,bank transfer (automatic),47.6,3377.8,no
5346-BZCHP,female,0,yes,yes,69,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.4,1346.2,no
2038-LLMLM,female,0,no,no,48,yes,fiber optic,no,yes,yes,month-to-month,electronic check,103.85,4946.05,no
6173-ITPWD,male,0,yes,no,47,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),83.35,4065.0,yes
9734-UYXQI,female,0,no,no,2,yes,dsl,no,no,no,month-to-month,electronic check,49.4,106.55,yes
1216-BGTSP,male,0,no,no,45,yes,fiber optic,yes,yes,yes,month-to-month,credit card (automatic),108.45,4964.7,no
4138-NAXED,male,0,no,no,51,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),81.0,4085.75,no
2189-UXTKY,female,0,yes,no,22,yes,dsl,yes,yes,yes,month-to-month,electronic check,79.2,1742.75,yes
0744-BIKKF,male,0,no,no,72,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),86.65,6224.8,no
7483-IQWIB,male,0,yes,yes,37,yes,fiber optic,no,no,yes,month-to-month,electronic check,92.95,3415.25,no
5248-KWLAR,male,0,yes,yes,71,yes,dsl,yes,yes,yes,two year,electronic check,90.35,6325.25,no
4958-GZWIY,male,0,yes,yes,7,yes,dsl,no,no,no,month-to-month,electronic check,48.7,340.25,yes
7996-MHXLW,female,0,no,no,66,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),25.15,1683.6,no
7833-PKIHD,male,0,yes,yes,51,yes,dsl,yes,yes,yes,one year,bank transfer (automatic),76.4,3966.3,no
7061-OVMIM,female,0,yes,yes,30,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.55,608.5,no
5153-RTHKF,female,0,no,no,34,yes,fiber optic,no,no,yes,month-to-month,electronic check,85.35,2896.6,no
1852-QSWCD,male,0,yes,yes,64,yes,no,no internet service,no internet service,no internet service,two year,mailed check,24.8,1514.85,no
4832-VRBMR,male,1,yes,no,65,yes,fiber optic,no,no,yes,one year,bank transfer (automatic),103.15,6792.45,no
9079-LWTFD,male,0,no,no,47,yes,fiber optic,yes,yes,yes,month-to-month,mailed check,100.75,4669.2,no
6356-ELRKD,female,0,no,no,1,yes,fiber optic,yes,no,yes,month-to-month,electronic check,95.6,95.6,yes
8624-GIOUT,female,0,no,no,49,yes,dsl,yes,no,no,month-to-month,credit card (automatic),59.75,2934.3,yes
3392-EHMNK,female,0,yes,yes,67,yes,fiber optic,no,yes,yes,two year,credit card (automatic),94.1,6302.8,no
5986-WWXDV,male,0,no,yes,39,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.35,779.2,no
3061-BCKYI,male,0,no,no,14,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.9,283.75,no
6179-GJPSO,female,1,no,no,43,yes,fiber optic,yes,yes,yes,month-to-month,credit card (automatic),108.15,4600.7,yes
7901-TBKJX,male,1,no,no,56,yes,fiber optic,no,no,yes,month-to-month,electronic check,101.05,5594.0,no
7228-PAQPD,female,0,no,no,14,yes,dsl,no,yes,no,one year,credit card (automatic),59.1,772.85,no
3177-LASXD,female,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,71.35,71.35,yes
7746-QYVCO,male,0,yes,yes,16,yes,dsl,yes,no,no,one year,mailed check,55.85,857.8,no
5804-HYIEZ,male,0,yes,yes,70,yes,fiber optic,yes,no,yes,month-to-month,electronic check,106.05,7554.05,no
9919-FZDED,male,1,yes,no,72,yes,dsl,yes,no,yes,two year,credit card (automatic),84.1,5981.65,no
5934-TSSAU,female,0,yes,yes,23,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),75.3,1702.9,no
3486-KHMLI,male,0,no,yes,21,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,24.7,467.15,no
4897-QSUYC,female,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.15,20.15,yes
1084-UQCHV,male,0,no,yes,1,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),69.75,69.75,yes
8290-YWKHZ,female,1,yes,no,32,yes,fiber optic,no,no,yes,month-to-month,electronic check,93.2,2931.0,yes
2955-BJZHG,male,0,yes,yes,17,yes,fiber optic,no,no,yes,month-to-month,electronic check,80.85,1400.85,yes
3806-DXQOM,female,0,no,no,4,no,dsl,yes,no,no,month-to-month,electronic check,33.65,137.85,yes
6784-XYJAE,female,0,no,no,36,yes,dsl,no,no,no,one year,electronic check,55.8,1941.5,no
3933-DQPWX,female,0,no,no,50,no,dsl,no,yes,no,two year,credit card (automatic),39.7,1932.75,no
6661-EIPZC,female,0,yes,yes,48,no,dsl,no,yes,no,month-to-month,credit card (automatic),29.5,1423.05,no
8957-THMOA,female,0,no,yes,50,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),20.15,970.85,no
2251-PYLPB,male,0,yes,no,72,yes,dsl,yes,yes,no,two year,credit card (automatic),79.55,5810.9,no
5555-RNPGT,male,0,no,yes,10,yes,no,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),24.8,223.9,no
1057-FOGLZ,female,0,no,no,18,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.65,391.7,no
9300-RENDD,male,0,no,no,1,yes,fiber optic,no,no,yes,month-to-month,electronic check,79.95,79.95,yes
0761-AETCS,female,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,19.3,19.3,yes
8087-LGYHQ,male,0,no,no,9,yes,fiber optic,no,no,yes,month-to-month,electronic check,94.05,811.65,no
4137-BTIKL,male,0,no,no,2,yes,fiber optic,yes,no,no,month-to-month,mailed check,90.75,174.75,no
2190-BCXEC,female,0,yes,no,40,yes,fiber optic,no,yes,no,month-to-month,credit card (automatic),78.85,3126.85,no
6227-FBDXH,male,0,yes,no,69,yes,fiber optic,no,no,yes,one year,bank transfer (automatic),99.5,6841.45,no
2153-MREFK,female,0,yes,no,37,yes,fiber optic,yes,yes,no,one year,electronic check,99.2,3754.6,yes
2911-WDXMV,male,0,no,yes,18,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),80.55,1406.65,no
7206-PQBBZ,male,1,yes,no,11,yes,fiber optic,no,no,no,month-to-month,electronic check,70.2,834.7,no
3106-ULWFW,female,0,yes,no,8,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),85.2,627.4,yes
0925-VYDLG,female,0,no,no,3,yes,fiber optic,no,no,no,month-to-month,electronic check,75.25,242.0,yes
4547-FZJWE,male,0,yes,yes,55,yes,dsl,yes,no,no,one year,credit card (automatic),59.45,3157.0,no
7422-WNBTY,male,0,yes,no,33,yes,fiber optic,no,no,no,month-to-month,electronic check,93.35,3092.0,no
0842-IWYCP,female,0,no,no,46,yes,dsl,no,no,no,month-to-month,bank transfer (automatic),44.95,2168.9,no
3521-HTQTV,male,0,no,no,34,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),26.1,980.35,no
3744-ZBHON,female,0,no,no,3,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,20.2,65.95,no
3373-DIUUN,male,0,yes,yes,30,yes,no,no internet service,no internet service,no internet service,two year,mailed check,21.25,711.9,no
8383-SGHJU,female,0,no,no,33,yes,dsl,yes,yes,no,one year,electronic check,59.4,1952.8,no
7607-QKKTJ,male,0,yes,yes,45,yes,fiber optic,no,no,no,one year,credit card (automatic),95.0,4368.85,no
7707-PYBBH,male,0,no,no,40,yes,dsl,yes,yes,no,month-to-month,mailed check,61.9,2647.1,no
8984-HPEMB,female,0,no,no,71,yes,fiber optic,yes,yes,yes,two year,electronic check,118.65,8477.6,no
4349-GFQHK,male,0,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,54.35,54.35,yes
4139-DETXS,female,0,yes,yes,72,no,dsl,yes,yes,yes,two year,bank transfer (automatic),64.45,4528.0,no
9779-DPNEJ,female,0,yes,yes,22,yes,fiber optic,no,no,no,month-to-month,electronic check,80.15,1790.65,no
9805-FILKB,male,0,yes,yes,46,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),20.2,845.6,no
5793-YOLJN,female,0,yes,yes,55,yes,no,no internet service,no internet service,no internet service,two year,mailed check,21.0,1210.3,no
0673-IGUQO,male,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.45,20.45,no
4123-FCVCB,female,0,no,no,12,yes,dsl,no,yes,yes,one year,mailed check,75.85,854.45,no
8819-IMISP,male,0,no,no,31,yes,fiber optic,no,no,no,month-to-month,electronic check,80.45,2429.1,no
7802-EFKNY,male,0,yes,no,5,no,dsl,no,no,no,month-to-month,electronic check,24.95,100.4,yes
8311-UEUAB,female,0,yes,yes,67,yes,dsl,yes,no,yes,two year,electronic check,75.5,5229.45,no
5858-EAFCZ,male,0,no,no,1,yes,dsl,no,no,no,month-to-month,mailed check,44.45,44.45,no
8035-BUYVG,male,0,yes,no,40,no,dsl,yes,no,no,one year,electronic check,42.35,1716.45,yes
1163-ONYEY,male,0,yes,yes,41,yes,dsl,yes,no,yes,month-to-month,credit card (automatic),74.55,3023.55,no
9787-XVQIU,male,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,75.3,75.3,yes
8945-MUQUF,male,0,no,no,51,yes,fiber optic,yes,no,yes,one year,electronic check,94.8,4837.6,yes
5656-MJEFC,male,0,yes,yes,42,no,dsl,yes,yes,yes,two year,credit card (automatic),48.15,2032.3,no
6082-OQFBA,male,0,yes,yes,23,yes,no,no internet service,no internet service,no internet service,one year,mailed check,19.65,436.9,no
8051-HJRLT,female,1,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,70.55,70.55,yes
8974-OVACP,female,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.15,20.15,no
4010-YLMVT,female,0,no,no,56,yes,fiber optic,yes,no,yes,month-to-month,credit card (automatic),106.6,5893.95,no
1379-FRVEB,male,0,no,yes,15,yes,fiber optic,no,no,yes,month-to-month,electronic check,91.0,1430.05,no
8612-GXIDD,male,0,yes,yes,12,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),25.4,313.0,no
6288-CHQJB,female,0,yes,yes,54,yes,dsl,yes,yes,no,two year,bank transfer (automatic),69.95,3871.85,no
8160-HOWOX,female,0,no,no,7,yes,dsl,no,no,yes,month-to-month,electronic check,66.85,458.1,no
3023-GFLBR,female,0,yes,yes,33,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),86.15,2745.7,yes
6648-INWPS,male,0,yes,yes,16,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,20.15,341.35,no
4223-BKEOR,female,0,no,yes,21,yes,dsl,yes,no,no,one year,mailed check,64.85,1336.8,no
4079-VTGLK,male,1,yes,no,30,yes,dsl,no,no,yes,two year,electronic check,74.85,2181.75,no
1763-WQFUK,male,0,no,no,3,yes,dsl,no,yes,no,month-to-month,mailed check,50.5,147.75,no
1391-UBDAR,male,0,no,no,11,yes,fiber optic,no,no,no,month-to-month,electronic check,72.9,818.45,no
8894-JVDCV,female,0,no,no,62,yes,fiber optic,yes,yes,yes,one year,credit card (automatic),115.05,7133.45,no
2023-VQFDL,male,0,no,no,18,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,19.0,348.8,no
1345-GKDZZ,male,0,no,yes,6,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.55,128.6,no
2014-MKGMH,female,0,no,no,46,yes,fiber optic,no,no,yes,one year,electronic check,101.1,4674.4,no
5628-FCGYG,male,0,no,no,21,yes,fiber optic,no,no,no,month-to-month,electronic check,84.1,1737.45,no
2560-WBWXF,male,0,no,no,68,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),24.15,1498.85,no
0248-IPDFW,female,0,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,50.1,50.1,no
7978-DKUQH,female,0,yes,no,25,yes,fiber optic,no,no,no,month-to-month,electronic check,74.6,1797.75,no
4335-UPJSI,female,0,no,yes,24,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.75,498.1,no
0524-IAVZO,female,0,yes,no,30,yes,fiber optic,no,no,no,month-to-month,electronic check,85.0,2624.25,yes
2737-YNGYW,female,0,no,no,2,yes,fiber optic,no,no,no,month-to-month,electronic check,80.55,184.1,yes
1784-EZDKJ,male,0,yes,no,51,yes,fiber optic,no,no,yes,one year,bank transfer (automatic),106.8,5498.8,no
9297-FVVDH,female,0,yes,yes,57,yes,dsl,yes,yes,yes,two year,electronic check,84.5,4845.4,no
8007-YYPWD,female,0,no,no,15,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),25.05,369.1,no
7101-HRBLJ,female,0,yes,yes,72,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),83.7,6096.9,no
5159-YFPKQ,female,0,no,no,2,yes,fiber optic,no,no,no,month-to-month,electronic check,75.8,160.75,yes
6635-CPNUN,male,0,yes,no,28,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),96.6,2684.35,no
4021-RQSNY,male,1,yes,no,29,yes,fiber optic,no,no,yes,month-to-month,electronic check,98.5,3004.15,yes
5453-YBTWV,male,0,yes,yes,70,yes,fiber optic,yes,yes,yes,two year,credit card (automatic),101.1,6994.8,no
5039-LZRQT,female,0,no,no,13,yes,no,no internet service,no internet service,no internet service,one year,mailed check,20.2,273.25,no
2931-VUVJN,female,1,yes,no,59,yes,fiber optic,yes,yes,no,one year,electronic check,94.05,5483.9,no
9061-TIHDA,male,1,yes,no,13,yes,fiber optic,no,no,yes,month-to-month,electronic check,95.25,1233.65,yes
8699-ASUFO,male,1,yes,no,7,yes,fiber optic,no,no,no,month-to-month,mailed check,74.4,527.9,yes
6418-PIQSP,female,0,yes,no,62,yes,dsl,yes,yes,yes,two year,mailed check,81.0,4985.9,no
8220-OCUFY,female,0,no,no,21,yes,dsl,yes,yes,no,one year,electronic check,60.25,1258.35,no
3995-WFCSM,female,0,no,no,2,yes,dsl,no,no,no,month-to-month,electronic check,60.85,111.4,no
1895-QTKDO,female,0,no,no,1,yes,dsl,no,no,no,month-to-month,credit card (automatic),43.95,43.95,no
2038-OEQZH,male,0,no,no,4,yes,fiber optic,no,no,no,month-to-month,electronic check,86.05,308.1,no
1178-PZGAB,female,0,no,no,19,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),20.25,383.65,no
7927-AUXBZ,female,0,no,no,30,yes,fiber optic,no,yes,yes,month-to-month,electronic check,85.15,2555.9,yes
2626-VEEWG,male,0,yes,yes,67,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.4,1284.2,no
2878-RMWXY,male,1,yes,no,72,yes,fiber optic,yes,no,no,two year,credit card (automatic),102.65,7550.3,no
1657-DYMBM,male,0,yes,no,53,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.9,1110.05,no
7311-MQJCH,female,0,no,no,5,yes,no,no internet service,no internet service,no internet service,one year,electronic check,19.55,99.6,no
7375-WMVMT,male,1,yes,no,71,yes,fiber optic,no,yes,no,two year,credit card (automatic),95.5,6707.15,no
1136-XGEQU,female,0,yes,yes,50,yes,dsl,no,yes,yes,one year,credit card (automatic),84.15,4164.4,no
2530-FMFXO,male,0,yes,yes,56,yes,fiber optic,no,yes,yes,two year,electronic check,103.2,5873.75,no
6844-DZKRF,male,0,no,no,2,yes,dsl,no,yes,no,month-to-month,credit card (automatic),50.2,109.25,no
4695-WJZUE,female,1,no,no,2,yes,fiber optic,no,no,no,month-to-month,electronic check,88.55,179.25,yes
7619-ODSGN,male,0,yes,yes,24,yes,dsl,yes,no,no,month-to-month,electronic check,54.75,1338.15,yes
5970-GHJAW,male,0,yes,yes,46,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.95,862.4,no
8879-XUAHX,male,0,yes,no,71,yes,fiber optic,yes,yes,yes,two year,electronic check,116.25,8564.75,no
3689-MOZGR,female,0,no,no,29,no,dsl,no,yes,no,month-to-month,electronic check,31.2,926.2,no
4195-PNGZS,male,0,yes,yes,69,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),24.45,1718.2,no
5003-XZWWO,male,0,yes,no,71,yes,dsl,no,yes,yes,two year,credit card (automatic),84.2,5956.85,no
3988-RQIXO,female,1,no,no,1,yes,fiber optic,no,no,yes,month-to-month,electronic check,91.3,91.3,yes
7622-FWGEW,male,1,yes,no,56,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),85.65,4824.45,no
6922-NCEDI,male,0,no,yes,56,yes,no,no internet service,no internet service,no internet service,one year,mailed check,21.2,1238.65,no
2514-GINMM,male,0,no,no,1,yes,fiber optic,no,no,yes,month-to-month,electronic check,79.5,79.5,yes
9891-NQDBD,female,0,yes,no,28,yes,no,no internet service,no internet service,no internet service,one year,mailed check,25.55,672.2,no
6131-IUNXN,female,0,yes,yes,19,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.2,382.2,no
8548-AWOFC,male,0,yes,no,66,yes,dsl,no,yes,no,month-to-month,electronic check,63.85,4264.6,no
9798-DRYDS,female,0,yes,yes,17,yes,dsl,no,yes,no,one year,mailed check,61.95,1070.7,no
8532-UEFWH,male,0,yes,yes,52,yes,no,no internet service,no internet service,no internet service,two year,mailed check,25.75,1345.85,no
6296-DDOOR,female,0,no,no,19,yes,dsl,no,no,yes,one year,electronic check,58.2,1045.25,no
7951-VRDVK,female,0,no,no,36,yes,dsl,yes,yes,yes,one year,bank transfer (automatic),85.85,3003.55,no
5931-FLJJF,male,1,yes,no,7,yes,fiber optic,no,no,no,month-to-month,mailed check,70.1,467.55,yes
4815-YOSUK,male,0,yes,yes,72,yes,fiber optic,yes,yes,no,one year,credit card (automatic),104.9,7537.5,no
2659-VXMWZ,male,0,yes,yes,67,yes,fiber optic,yes,no,yes,one year,electronic check,111.3,7482.1,yes
0380-NEAVX,male,1,no,no,34,yes,fiber optic,no,no,yes,one year,electronic check,99.85,3343.15,no
3207-OYBWH,male,1,yes,no,57,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),95.25,5427.05,yes
4285-GYRQC,female,0,yes,no,7,yes,fiber optic,no,no,yes,month-to-month,electronic check,86.25,587.1,yes
